"filename","speaker","size_bytes","size_mb","package_zip","package_path"
"F00041_SPK03.wav","SPK03","534824","0.51","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00042_SPK03.wav","SPK03","400564","0.382","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00043_SPK03.wav","SPK03","254152","0.2424","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00044_SPK03.wav","SPK03","336680","0.3211","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00045_SPK03.wav","SPK03","557560","0.5317","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00046_SPK03.wav","SPK03","553256","0.5276","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00047_SPK03.wav","SPK03","345896","0.3299","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00048_SPK03.wav","SPK03","355112","0.3387","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00049_SPK03.wav","SPK03","304424","0.2903","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00050_SPK03.wav","SPK03","359720","0.3431","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00051_SPK03.wav","SPK03","531100","0.5065","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00052_SPK03.wav","SPK03","281384","0.2683","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00053_SPK03.wav","SPK03","336680","0.3211","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00054_SPK03.wav","SPK03","396584","0.3782","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00055_SPK03.wav","SPK03","309032","0.2947","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00056_SPK03.wav","SPK03","419624","0.4002","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00057_SPK03.wav","SPK03","424232","0.4046","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00058_SPK03.wav","SPK03","327464","0.3123","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00059_SPK03.wav","SPK03","409384","0.3904","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00060_SPK03.wav","SPK03","373544","0.3562","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00061_SPK03.wav","SPK03","309032","0.2947","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00062_SPK03.wav","SPK03","341288","0.3255","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00063_SPK03.wav","SPK03","309032","0.2947","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00064_SPK03.wav","SPK03","355112","0.3387","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00065_SPK03.wav","SPK03","387368","0.3694","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00066_SPK03.wav","SPK03","382760","0.365","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00067_SPK03.wav","SPK03","341288","0.3255","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00068_SPK03.wav","SPK03","350504","0.3343","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00069_SPK03.wav","SPK03","341288","0.3255","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00070_SPK03.wav","SPK03","368936","0.3518","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00071_SPK03.wav","SPK03","355112","0.3387","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00072_SPK03.wav","SPK03","387368","0.3694","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00073_SPK03.wav","SPK03","525608","0.5013","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00074_SPK03.wav","SPK03","364328","0.3475","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00075_SPK03.wav","SPK03","391976","0.3738","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00076_SPK03.wav","SPK03","382760","0.365","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00077_SPK03.wav","SPK03","341288","0.3255","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00078_SPK03.wav","SPK03","405800","0.387","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00079_SPK03.wav","SPK03","364328","0.3475","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00080_SPK03.wav","SPK03","508168","0.4846","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00081_SPK03.wav","SPK03","415016","0.3958","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00082_SPK03.wav","SPK03","304424","0.2903","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00083_SPK01.wav","SPK01","284140","0.271","cantharm_audio_spk01.zip","downloads/packages/cantharm_audio_spk01.zip"
"F00084_SPK03.wav","SPK03","327464","0.3123","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00085_SPK03.wav","SPK03","391976","0.3738","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00086_SPK03.wav","SPK03","350504","0.3343","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00087_SPK03.wav","SPK03","341288","0.3255","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00088_SPK03.wav","SPK03","502876","0.4796","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00089_SPK03.wav","SPK03","628120","0.599","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00090_SPK03.wav","SPK03","396584","0.3782","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00091_SPK03.wav","SPK03","355112","0.3387","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00092_SPK03.wav","SPK03","322856","0.3079","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00093_SPK03.wav","SPK03","332072","0.3167","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00094_SPK03.wav","SPK03","373544","0.3562","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00095_SPK03.wav","SPK03","401192","0.3826","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00096_SPK03.wav","SPK03","309032","0.2947","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00097_SPK03.wav","SPK03","318248","0.3035","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00098_SPK03.wav","SPK03","543448","0.5183","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00099_SPK03.wav","SPK03","567080","0.5408","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00100_SPK03.wav","SPK03","341288","0.3255","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00101_SPK03.wav","SPK03","534824","0.51","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00103_SPK03.wav","SPK03","484136","0.4617","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00104_SPK03.wav","SPK03","401192","0.3826","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00105_SPK03.wav","SPK03","433448","0.4134","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00106_SPK03.wav","SPK03","396584","0.3782","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00107_SPK03.wav","SPK03","299816","0.2859","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00108_SPK03.wav","SPK03","309032","0.2947","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00109_SPK03.wav","SPK03","304424","0.2903","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00110_SPK03.wav","SPK03","304424","0.2903","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00111_SPK03.wav","SPK03","332072","0.3167","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00112_SPK03.wav","SPK03","327464","0.3123","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00113_SPK03.wav","SPK03","341288","0.3255","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00114_SPK03.wav","SPK03","424232","0.4046","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00115_SPK03.wav","SPK03","322856","0.3079","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00116_SPK03.wav","SPK03","336680","0.3211","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00117_SPK03.wav","SPK03","368936","0.3518","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00118_SPK03.wav","SPK03","327464","0.3123","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00119_SPK03.wav","SPK03","359720","0.3431","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00120_SPK03.wav","SPK03","479944","0.4577","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00121A_SPK01.wav","SPK01","368830","0.3517","cantharm_audio_spk01.zip","downloads/packages/cantharm_audio_spk01.zip"
"F00121B_SPK01.wav","SPK01","405874","0.3871","cantharm_audio_spk01.zip","downloads/packages/cantharm_audio_spk01.zip"
"F00122_SPK03.wav","SPK03","438056","0.4178","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00123_SPK03.wav","SPK03","530216","0.5057","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00124_SPK03.wav","SPK03","444664","0.4241","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00125_SPK03.wav","SPK03","313640","0.2991","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00126_SPK03.wav","SPK03","341288","0.3255","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00127_SPK03.wav","SPK03","460540","0.4392","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00128_SPK03.wav","SPK03","345896","0.3299","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00129_SPK03.wav","SPK03","391976","0.3738","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00130_SPK03.wav","SPK03","615772","0.5872","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00131_SPK03.wav","SPK03","355112","0.3387","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00132_SPK03.wav","SPK03","465832","0.4443","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00133_SPK03.wav","SPK03","355112","0.3387","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00134_SPK03.wav","SPK03","384688","0.3669","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00135_SPK03.wav","SPK03","416440","0.3971","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00136_SPK01.wav","SPK01","307072","0.2928","cantharm_audio_spk01.zip","downloads/packages/cantharm_audio_spk01.zip"
"F00137_SPK01.wav","SPK01","344116","0.3282","cantharm_audio_spk01.zip","downloads/packages/cantharm_audio_spk01.zip"
"F00138_SPK03.wav","SPK03","295208","0.2815","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00139_SPK03.wav","SPK03","425260","0.4056","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00140_SPK03.wav","SPK03","375868","0.3585","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00141_SPK03.wav","SPK03","550504","0.525","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00142_SPK03.wav","SPK03","368936","0.3518","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00143_SPK03.wav","SPK03","290600","0.2771","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00144_SPK03.wav","SPK03","290600","0.2771","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00145_SPK03.wav","SPK03","345896","0.3299","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00146_SPK03.wav","SPK03","359720","0.3431","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00147_SPK03.wav","SPK03","355112","0.3387","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00148_SPK03.wav","SPK03","378152","0.3606","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00149_SPK03.wav","SPK03","497960","0.4749","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00150_SPK03.wav","SPK03","276776","0.264","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00151_SPK03.wav","SPK03","318248","0.3035","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00152_SPK03.wav","SPK03","332072","0.3167","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00153_SPK03.wav","SPK03","332072","0.3167","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00154_SPK03.wav","SPK03","304424","0.2903","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00155_SPK03.wav","SPK03","327464","0.3123","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00156_SPK03.wav","SPK03","419624","0.4002","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00157_SPK03.wav","SPK03","332072","0.3167","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00158_SPK03.wav","SPK03","364328","0.3475","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00159_SPK03.wav","SPK03","341288","0.3255","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00160_SPK03.wav","SPK03","378152","0.3606","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00161_SPK03.wav","SPK03","396584","0.3782","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00162_SPK03.wav","SPK03","415016","0.3958","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00163_SPK03.wav","SPK03","207656","0.198","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00164_SPK03.wav","SPK03","332072","0.3167","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00165_SPK03.wav","SPK03","304424","0.2903","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00166_SPK03.wav","SPK03","355112","0.3387","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00167_SPK03.wav","SPK03","341288","0.3255","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00168_SPK03.wav","SPK03","313640","0.2991","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00169_SPK03.wav","SPK03","304424","0.2903","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00170_SPK03.wav","SPK03","313640","0.2991","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00171A_SPK02.wav","SPK02","347642","0.3315","cantharm_audio_spk02.zip","downloads/packages/cantharm_audio_spk02.zip"
"F00171B_SPK02.wav","SPK02","333530","0.3181","cantharm_audio_spk02.zip","downloads/packages/cantharm_audio_spk02.zip"
"F00172_SPK01.wav","SPK01","310600","0.2962","cantharm_audio_spk01.zip","downloads/packages/cantharm_audio_spk01.zip"
"F00173_SPK03.wav","SPK03","290600","0.2771","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00174_SPK03.wav","SPK03","521000","0.4969","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00176_SPK03.wav","SPK03","419624","0.4002","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00177_SPK03.wav","SPK03","341288","0.3255","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00178_SPK03.wav","SPK03","382760","0.365","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00179_SPK03.wav","SPK03","442664","0.4222","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00180_SPK03.wav","SPK03","484136","0.4617","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00181_SPK03.wav","SPK03","295208","0.2815","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00182_SPK03.wav","SPK03","309032","0.2947","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00183_SPK03.wav","SPK03","332072","0.3167","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00184_SPK03.wav","SPK03","313640","0.2991","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00185_SPK03.wav","SPK03","382760","0.365","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00186_SPK03.wav","SPK03","327464","0.3123","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00187_SPK03.wav","SPK03","341288","0.3255","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00188_SPK03.wav","SPK03","303544","0.2895","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00189_SPK03.wav","SPK03","341288","0.3255","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00190_SPK03.wav","SPK03","447272","0.4266","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00191_SPK03.wav","SPK03","309032","0.2947","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00192_SPK03.wav","SPK03","355112","0.3387","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00193_SPK03.wav","SPK03","451880","0.4309","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00194_SPK03.wav","SPK03","318248","0.3035","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00195_SPK03.wav","SPK03","304424","0.2903","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00196_SPK03.wav","SPK03","364328","0.3475","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00197_SPK03.wav","SPK03","391976","0.3738","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00198_SPK03.wav","SPK03","391976","0.3738","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00199_SPK03.wav","SPK03","304424","0.2903","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00200_SPK03.wav","SPK03","492292","0.4695","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00201_SPK03.wav","SPK03","580492","0.5536","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00202_SPK03.wav","SPK03","332072","0.3167","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00203_SPK03.wav","SPK03","368936","0.3518","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00204_SPK03.wav","SPK03","350504","0.3343","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00205_SPK03.wav","SPK03","309032","0.2947","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00206_SPK03.wav","SPK03","401192","0.3826","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00207_SPK03.wav","SPK03","322856","0.3079","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00208_SPK03.wav","SPK03","345896","0.3299","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00209_SPK03.wav","SPK03","532864","0.5082","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00210_SPK03.wav","SPK03","382760","0.365","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00211_SPK03.wav","SPK03","318248","0.3035","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00212_SPK03.wav","SPK03","304424","0.2903","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00213_SPK03.wav","SPK03","557864","0.532","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00214_SPK03.wav","SPK03","253736","0.242","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00215_SPK03.wav","SPK03","350504","0.3343","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00216_SPK03.wav","SPK03","405800","0.387","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00217_SPK03.wav","SPK03","433448","0.4134","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
"F00218_SPK03.wav","SPK03","470312","0.4485","cantharm_audio_spk03.zip","downloads/packages/cantharm_audio_spk03.zip"
